"title","categoryName","address","neighborhood","street","city","postalCode","state","countryCode","website","phone","phoneUnformatted","location/lat","location/lng"
"La Bella Mariella","Pizza restaurant","60-61 Fresh Pond Rd, Maspeth, NY 11378","Maspeth","60-61 Fresh Pond Rd","Maspeth","11378","New York","US","https://labellamariella.com/","(718) 366-6170","+17183666170","40.7153888","-73.9012167"
"Ocean Prime, Bar and Restaurant","American restaurant","64-14 Flushing Ave, Maspeth, NY 11378","Maspeth","64-14 Flushing Ave","Maspeth","11378","New York","US",,"(718) 326-3707","+17183263707","40.7228242","-73.9009288"
"Grand China","Chinese restaurant","6942 Grand Ave, Maspeth, NY 11378","Maspeth","6942 Grand Ave","Maspeth","11378","New York","US","http://www.grandchinamaspeth.net/","(718) 424-7600","+17184247600","40.7264642","-73.894007"
"Los Roques Restaurant","Restaurant","52-35 Metropolitan Ave, Ridgewood, NY 11385","Ridgewood","52-35 Metropolitan Ave","Ridgewood","11385","New York","US","https://losroquesrestaurantny.com/","(518) 255-7417","+15182557417","40.7135153","-73.9130784"
"Teriyaki One Japanese Grill (Teriyaki & Sushi)","Japanese restaurant","59-05 Maurice Ave, Maspeth, NY 11378","Maspeth","59-05 Maurice Ave","Maspeth","11378","New York","US","http://www.teriyakione.com/","(917) 688-3038","+19176883038","40.7263544","-73.9090369"
"China House","Chinese restaurant","55-01 Metropolitan Ave, Flushing, NY 11385","Flushing","55-01 Metropolitan Ave","Flushing","11385","New York","US","http://www.eatchinahouse.com/","(718) 821-6655","+17188216655","40.7131613","-73.9087231"
"La Flor Paraiso","Dominican restaurant","80-29 Jamaica Ave, Jamaica, NY 11421","Jamaica","80-29 Jamaica Ave","Jamaica","11421","New York","US",,"(718) 647-2111","+17186472111","40.6923766","-73.8613157"
"Golden Fountain Kitchen","Chinese restaurant","11616 Metropolitan Ave, Richmond Hill, NY 11418","Richmond Hill","11616 Metropolitan Ave","Richmond Hill","11418","New York","US",,"(718) 441-5000","+17184415000","40.7072106","-73.8357542"
"Sher E Punjab Gyro & Grill","Indian restaurant","110-23 Jamaica Ave, Richmond Hill, NY 11418","Richmond Hill","110-23 Jamaica Ave","Richmond Hill","11418","New York","US",,"(347) 561-5712","+13475615712","40.6968877","-73.8375054"
"Luigi’s Pizza","Pizza restaurant","10402 Atlantic Ave, Ozone Park, NY 11416","Ozone Park","10402 Atlantic Ave","Ozone Park","11416","New York","US","http://www.luigispizzaozonepark.com/","(718) 441-4434","+17184414434","40.6900702","-73.8407862"
"Hong Kong Gourmet","Chinese restaurant","84-40 Jamaica Ave, Woodhaven, NY 11421","Woodhaven","84-40 Jamaica Ave","Woodhaven","11421","New York","US",,"(718) 296-1088","+17182961088","40.6923906","-73.8593496"
"Pollos Doña Maria Restaurant & Bar","Restaurant","93-03 Jamaica Ave, Woodhaven, NY 11421","Woodhaven","93-03 Jamaica Ave","Woodhaven","11421","New York","US","https://pollosdonamariany.com/","(718) 805-4000","+17188054000","40.6940242","-73.8518592"
"Mr. Wonton","Chinese restaurant","78-05 Jamaica Ave, Jamaica, NY 11421","Jamaica","78-05 Jamaica Ave","Jamaica","11421","New York","US",,"(718) 296-3800","+17182963800","40.6919658","-73.8639107"
"Tikka Indian Grill Kew Gardens","Indian restaurant","119-30 Metropolitan Ave, Kew Gardens, NY 11415","Kew Gardens","119-30 Metropolitan Ave","Kew Gardens","11415","New York","US","https://www.tikkaindiangrill.com/","(718) 480-1307","+17184801307","40.7057531","-73.8309198"
"Chef Toribio","Dominican restaurant","7426 Jamaica Ave, Woodhaven, NY 11421","Woodhaven","7426 Jamaica Ave","Woodhaven","11421","New York","US",,"(845) 684-3360","+18456843360","40.6912266","-73.8670409"
"Corazon Latino","Colombian restaurant","138-40 84th Dr, Briarwood, NY 11435","Briarwood","138-40 84th Dr","Briarwood","11435","New York","US",,"(718) 262-8661","+17182628661","40.7090166","-73.8181187"
"Geo's Pizzeria & Restaurant","Pizza restaurant","13512 Jamaica Ave, Richmond Hill, NY 11418","Richmond Hill","13512 Jamaica Ave","Richmond Hill","11418","New York","US","http://geospizzeriarestaurant.com/?utm_source=gbp","(718) 657-4992","+17186574992","40.7022819","-73.8172403"
"Mini-Burger","Hamburger restaurant","8125 Lefferts Blvd, Kew Gardens, NY 11415","Kew Gardens","8125 Lefferts Blvd","Kew Gardens","11415","New York","US","https://order.online/business/mini-burger-32842/","(718) 805-4700","+17188054700","40.7087729","-73.8303584"
"Bonao Chimi","Dominican restaurant","7614 Jamaica Ave, Woodhaven, NY 11421","Woodhaven","7614 Jamaica Ave","Woodhaven","11421","New York","US","https://bonaochiminy.com/","(347) 829-3089","+13478293089","40.6914788","-73.8650104"
"Vincent & Andrea's","Pizza restaurant","11317 Jamaica Ave, Richmond Hill, NY 11418","Richmond Hill","11317 Jamaica Ave","Richmond Hill","11418","New York","US","http://vincentandreas.com/","(718) 846-7070","+17188467070","40.6982405","-73.8351175"
"Carifesta","Caribbean restaurant","12615 Liberty Ave, South Richmond Hill, NY 11419","South Richmond Hill","12615 Liberty Ave","South Richmond Hill","11419","New York","US","http://carifesta.edan.io/","(718) 322-2210","+17183222210","40.6887898","-73.8179396"
"Punjabi Diner Indian Restaurant","Indian restaurant","116-1 101st Ave, South Richmond Hill, NY 11419","South Richmond Hill","116-1 101st Ave","South Richmond Hill","11419","New York","US","https://www.punjabidiner.com/","(718) 846-3900","+17188463900","40.689518","-73.8283546"
"Rong Hua Chinese Restaurant","Chinese restaurant","13119 Jamaica Ave, Queens, NY 11418","Richmond Hill","13119 Jamaica Ave","Queens","11418","New York","US","https://www.ronghuachineserestaurant.com/","(718) 441-4031","+17184414031","40.7022576","-73.8204863"
"Cancun Cafe Corp","Mexican restaurant","86-05 Jamaica Ave, Woodhaven, NY 11421","Woodhaven","86-05 Jamaica Ave","Woodhaven","11421","New York","US","http://www.cancuncafe1.com/","(347) 960-7087","+13479607087","40.6926963","-73.8579365"
"El Puerto Mexicano II","Mexican restaurant","84-28 Jamaica Ave, Woodhaven, NY 11421","Woodhaven","84-28 Jamaica Ave","Woodhaven","11421","New York","US","http://elpuertomexicano.com/","(718) 521-0710","+17185210710","40.6923596","-73.8598199"
"Punjabi Kabab House","Indian restaurant","91-52 Lefferts Blvd, Richmond Hill, NY 11418","Richmond Hill","91-52 Lefferts Blvd","Richmond Hill","11418","New York","US","http://orderpunjabikababhouse.com/","(718) 846-2800","+17188462800","40.6944642","-73.8284562"
"Taste of China","Chinese restaurant","71-00 Grand Ave, Maspeth, NY 11378","Maspeth","71-00 Grand Ave","Maspeth","11378","New York","US","http://tasteofchinamaspethny.com/","(718) 898-9500","+17188989500","40.727625","-73.892015"
"Joey's Pizza","Pizza restaurant","69-07 Grand Ave, Maspeth, NY 11378","Maspeth","69-07 Grand Ave","Maspeth","11378","New York","US","http://www.joeyspizzeriamaspeth.com/","(718) 779-5880","+17187795880","40.726224","-73.8951702"
"Sakura 7","Japanese restaurant","6554 Grand Ave, Maspeth, NY 11378","Maspeth","6554 Grand Ave","Maspeth","11378","New York","US","http://sakura7queens.com/","(718) 894-9888","+17188949888","40.723924","-73.898633"
"El Alto","Mexican restaurant","6001 Metropolitan Ave, Ridgewood, NY 11385","Ridgewood","6001 Metropolitan Ave","Ridgewood","11385","New York","US",,"(718) 456-1044","+17184561044","40.7131663","-73.9052798"
"Cafe Caliente","Mexican restaurant","510 Morgan Ave, Brooklyn, NY 11222","East Williamsburg","510 Morgan Ave","Brooklyn","11222","New York","US","http://www.hungryburrito.net/","(718) 387-1006","+17183871006","40.7216637","-73.9383013"
"Wakamatsu","Japanese restaurant","70-18 Grand Ave, Maspeth, NY 11378","Maspeth","70-18 Grand Ave","Maspeth","11378","New York","US","https://order.mealkeyway.com/merchant/38594576454a2f4130395079346e68394672663561413d3d/main","(718) 898-6800","+17188986800","40.7275473","-73.8923319"
"A-Pou's Taste","Taiwanese restaurant","963 Grand St, Brooklyn, NY 11211","East Williamsburg","963 Grand St","Brooklyn","11211","New York","US","https://www.apoustasteny.com/","(718) 388-3038","+17183883038","40.7132347","-73.9361514"
"Shellys Cafe & Grocery","Irish restaurant","5634 66th St, Maspeth, NY 11378","Maspeth","5634 66th St","Maspeth","11378","New York","US","http://shellyscafemaspeth.com/","(718) 424-0429","+17184240429","40.7248689","-73.8987449"
"Rosa's Pizza","Pizza restaurant","62-65 Fresh Pond Rd, Ridgewood, NY 11385","Ridgewood","62-65 Fresh Pond Rd","Ridgewood","11385","New York","US","https://www.facebook.com/Rosas-Pizza-621567854592397/","(718) 497-7672","+17184977672","40.7121999","-73.9000659"
"Angelo's Pizza y Mas","Pizza restaurant","57-64 Maspeth Ave, Maspeth, NY 11378","Maspeth","57-64 Maspeth Ave","Maspeth","11378","New York","US","http://www.angelosmaspeth.com/?utm_source=gbp","(718) 326-5757","+17183265757","40.723028","-73.91222"
"Los Tres Amigos Deli","Latin American restaurant","54-06 Flushing Ave, Maspeth, NY 11378","Maspeth","54-06 Flushing Ave","Maspeth","11378","New York","US",,"(929) 295-0800","+19292950800","40.7149151","-73.9132302"
"Rosa's Pizza","Pizza restaurant","5526 69th St, Maspeth, NY 11378","Maspeth","5526 69th St","Maspeth","11378","New York","US",,"(718) 446-5910","+17184465910","40.726969","-73.895632"
"Fontana Pizzeria","Pizza restaurant","6526 Metropolitan Ave, Middle Village, NY 11379","Middle Village","6526 Metropolitan Ave","Middle Village","11379","New York","US","https://fontanapizzeriamenu.com/?utm_source=gbp","(718) 456-4786","+17184564786","40.7122616","-73.8952717"
"Andrea’s Chicken","Peruvian restaurant","5627 61st St, Maspeth, NY 11378","Maspeth","5627 61st St","Maspeth","11378","New York","US","http://www.andreaschickenmaspeth.com/","(718) 326-0103","+17183260103","40.7240714","-73.9042425"
"Bella Donna Pizzeria","Pizza restaurant","6091 54th St, Flushing, NY 11378","Flushing","6091 54th St","Flushing","11378","New York","US","https://belladonnapizzeria.com/?utm_source=google","(718) 497-1744","+17184971744","40.7134109","-73.9107035"
"Smashburger","Hamburger restaurant","59-11 Maurice Ave, Maspeth, NY 11378","Maspeth","59-11 Maurice Ave","Maspeth","11378","New York","US","https://smashburger.com/locations/us/ny/maspeth/59-11-maurice-avenue?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=1730","(347) 690-7900","+13476907900","40.7265008","-73.9089215"
"El Pollo Sabrosón","Dominican restaurant","66-35 Grand Ave, Flushing, NY 11378","Flushing","66-35 Grand Ave","Flushing","11378","New York","US",,"(718) 406-9689","+17184069689","40.7248789","-73.8977052"
"El Pollo Real","Dominican restaurant","69-51 Grand Ave, Queens, NY 11378","Maspeth","69-51 Grand Ave","Queens","11378","New York","US",,"(347) 730-6258","+13477306258","40.7270254","-73.8939305"
"Danny Pizzeria & Restaurant","Pizza restaurant","57-29 61st St, Maspeth, NY 11378","Maspeth","57-29 61st St","Maspeth","11378","New York","US","https://www.dannypizzeriarestaurant.com/?utm_source=gbp","(718) 255-1174","+17182551174","40.7221573","-73.9043592"
"In Between Dos Cafe","Cafe","1866 Flushing Ave, Ridgewood, NY 11385","Ridgewood","1866 Flushing Ave","Ridgewood","11385","New York","US",,"(347) 799-1209","+13477991209","40.711854","-73.919267"
"Super Bowl","Chinese restaurant","59-63 55th Rd, Maspeth, NY 11378","Maspeth","59-63 55th Rd","Maspeth","11378","New York","US",,"(718) 894-1234","+17188941234","40.7262292","-73.9066729"
"Yummy Yummy Chinese Restaurant","Chinese restaurant","52-73 65th Pl, Maspeth, NY 11378","Maspeth","52-73 65th Pl","Maspeth","11378","New York","US","https://www.yummymaspeth.com/","(718) 898-7128","+17188987128","40.731559","-73.8999324"
"Phillies Pizzeria Restaurant","Pizza restaurant","74-02 Eliot Ave, Middle Village, NY 11379","Middle Village","74-02 Eliot Ave","Middle Village","11379","New York","US","https://www.philliespizzany.com/","(718) 397-1340","+17183971340","40.7219755","-73.8854694"
"Naimat Kadah Sweets & Restaurant","Restaurant","71-04 Grand Ave, Maspeth, NY 11378","Maspeth","71-04 Grand Ave","Maspeth","11378","New York","US","https://www.naimatkadah.com/","(347) 527-2551","+13475272551","40.7277086","-73.8919082"
"Angelo's Deli Restaurant","Restaurant","5000 Grand Ave, Maspeth, NY 11378","Maspeth","5000 Grand Ave","Maspeth","11378","New York","US",,"(718) 386-4423","+17183864423","40.7174565","-73.9180104"
"Manny's","Breakfast restaurant","1110 Metropolitan Ave, Brooklyn, NY 11211","East Williamsburg","1110 Metropolitan Ave","Brooklyn","11211","New York","US",,"(718) 486-8225","+17184868225","40.7142671","-73.9327229"
"Lee Panda","Chinese restaurant","60-63 Fresh Pond Rd, Maspeth, NY 11378","Maspeth","60-63 Fresh Pond Rd","Maspeth","11378","New York","US","https://leepandatogo.com/","(718) 417-6164","+17184176164","40.7152971","-73.901188"
"Raices Colombianas Bakery and Restaurant","Restaurant","64-15 Grand Ave, Maspeth, NY 11378","Maspeth","64-15 Grand Ave","Maspeth","11378","New York","US","https://raicesbakery.com/","(718) 440-9099","+17184409099","40.723287","-73.901362"
"Fresca Tortilla","Tex-Mex restaurant","7009 Grand Ave, Maspeth, NY 11378","Maspeth","7009 Grand Ave","Maspeth","11378","New York","US","https://frescatortillany.com/","(718) 478-8188","+17184788188","40.7277324","-73.8928345"
"Rudy's deli","Restaurant","54-30 48th St, Maspeth, NY 11378","Maspeth","54-30 48th St","Maspeth","11378","New York","US","https://www.rudysdelinyc.com/","(718) 937-7168","+17189377168","40.730121","-73.9192416"
"Saucey Pizza Bar","Pizza restaurant","36-21 Review Ave, Queens, NY 11101","Long Island City","36-21 Review Ave","Queens","11101","New York","US","https://www.sauceypizzabar.com/","(718) 392-7100","+17183927100","40.7340329","-73.9372951"
"Flavor East","Sushi restaurant","6058 Flushing Ave, Maspeth, NY 11378","Maspeth","6058 Flushing Ave","Maspeth","11378","New York","US","http://www.flavoreast.com/","(718) 643-2341","+17186432341","40.719942","-73.905366"
"TigerOne Express","Asian restaurant","84-60 Grand Ave, Elmhurst, NY 11373","Elmhurst","84-60 Grand Ave","Elmhurst","11373","New York","US","https://www.tigeroneexpress.com/","(718) 685-2121","+17186852121","40.7346535","-73.8820709"
"NEJ Josefina's Deli & Grocery","Mexican restaurant","8440 Grand Ave, Elmhurst, NY 11373","Elmhurst","8440 Grand Ave","Elmhurst","11373","New York","US","https://bit.ly/josefinasorder","(718) 606-9977","+17186069977","40.734251","-73.882604"
"Fruit Paradise Natural Juice Bar & Deli","Mexican restaurant","69-30 Grand Ave, Maspeth, NY 11378","Maspeth","69-30 Grand Ave","Maspeth","11378","New York","US","https://breakfastdelinewyork.com/","(646) 759-4450","+16467594450","40.726264","-73.894272"
"Wendy's","Fast food restaurant","61-11 Fresh Pond Rd, Middle Village, NY 11379","Middle Village","61-11 Fresh Pond Rd","Middle Village","11379","New York","US","https://locations.wendys.com/united-states/ny/middle-village/61-11-fresh-pond-rd?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US","(718) 821-0225","+17188210225","40.71434","-73.9006127"
"Arby's","Fast food restaurant","69-16 Metropolitan Ave, Middle Village, NY 11379","Middle Village","69-16 Metropolitan Ave","Middle Village","11379","New York","US","https://locations.arbys.com/ny/middlevillage/69-16-metropolitan-avenue.html?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link","(718) 255-6254","+17182556254","40.7120183","-73.8853826"
"Masala Kitchen and Lounge","Indian restaurant","71-04 Grand Ave, Maspeth, NY 11378","Maspeth","71-04 Grand Ave","Maspeth","11378","New York","US","https://www.masalakitchenandlounge.com/","(347) 808-0101","+13478080101","40.7277086","-73.8919082"
"Stanley's Pierogi","Polish restaurant","54-01 Metropolitan Ave, Ridgewood, NY 11385","Ridgewood","54-01 Metropolitan Ave","Ridgewood","11385","New York","US","http://www.stanleyspierogi.com/","(718) 821-3147","+17188213147","40.7132553","-73.9103953"
"Viva Toro","Mexican restaurant","987 Grand St, Brooklyn, NY 11211","East Williamsburg","987 Grand St","Brooklyn","11211","New York","US","http://www.vivatoro.com/","(718) 384-2138","+17183842138","40.71349","-73.935351"
"Brooklyn Halal Grill","Halal restaurant","1148 Liberty Ave, Brooklyn, NY 11208","Cypress Hills","1148 Liberty Ave","Brooklyn","11208","New York","US",,"(718) 235-5920","+17182355920","40.6785742","-73.866771"
"Wo Hop Kitchen","Chinese restaurant","3150 Fulton St, Brooklyn, NY 11208","Cypress Hills","3150 Fulton St","Brooklyn","11208","New York","US",,"(718) 235-7955","+17182357955","40.6816199","-73.8786709"
"Liberty Grant Caffe","American restaurant","1170 Liberty Ave, Brooklyn, NY 11208","Cypress Hills","1170 Liberty Ave","Brooklyn","11208","New York","US",,"(718) 277-1223","+17182771223","40.6786341","-73.8658705"
"Sajhoma","Dominican restaurant","408 New Lots Ave #6312, Brooklyn, NY 11207","East New York","408 New Lots Ave #6312","Brooklyn","11207","New York","US",,"(347) 673-7555","+13476737555","40.6620031","-73.8923481"
"Gustoso","Dominican restaurant","3325 Fulton St, Brooklyn, NY 11208","Cypress Hills","3325 Fulton St","Brooklyn","11208","New York","US","https://gustosony.com/","(718) 872-6755","+17188726755","40.6835605","-73.8728721"
"El Tipico Restaurant","Restaurant","Brooklyn, NY 11207","Cypress Hills",,"Brooklyn",,"New York","US",,"(718) 277-2560","+17182772560","40.6794328","-73.8865862"
"Santo Domingo Restaurant","Dominican restaurant","862 New Lots Ave, Brooklyn, NY 11208","East New York","862 New Lots Ave","Brooklyn","11208","New York","US","http://santodomingorestaurant.net/","(718) 484-8383","+17184848383","40.6677721","-73.8789127"
"Immanuel Restaurant INC","Latin American restaurant","799 Stanley Ave, Brooklyn, NY 11207","East New York","799 Stanley Ave","Brooklyn","11207","New York","US","https://www.immanuelrestaurantinc.com/","(347) 240-4703","+13472404703","40.6614295","-73.8796269"
"Happy","Cafe","2729 Atlantic Ave, Brooklyn, NY 11207","Cypress Hills","2729 Atlantic Ave","Brooklyn","11207","New York","US",,"(718) 708-6106","+17187086106","40.6763061","-73.8936354"
"BKLYN eats","Takeout Restaurant","2592 Atlantic Ave, Brooklyn, NY 11207","Cypress Hills","2592 Atlantic Ave","Brooklyn","11207","New York","US","https://bklyneats.com/","(347) 663-1519","+13476631519","40.6754088","-73.8985731"
"La Villa Pizzeria","Pizza restaurant","82-07 153rd Ave, Howard Beach, NY 11414","Howard Beach","82-07 153rd Ave","Howard Beach","11414","New York","US","http://lavillapizza.com/our-locations/howard-beach-ny/","(718) 641-8259","+17186418259","40.6665391","-73.8521114"
"La Cuesta","Dominican restaurant","582 Liberty Ave, Brooklyn, NY 11207","East New York","582 Liberty Ave","Brooklyn","11207","New York","US",,"(347) 520-2211","+13475202211","40.6755076","-73.8883705"
"Long River","Chinese restaurant","101-6 88th St, Ozone Park, NY 11416","Ozone Park","101-6 88th St","Ozone Park","11416","New York","US",,"(718) 843-3338","+17188433338","40.6823101","-73.8519435"
"Lee Good Taste","Chinese restaurant","2686 Pitkin Ave, Brooklyn, NY 11208","East New York","2686 Pitkin Ave","Brooklyn","11208","New York","US",,"(718) 348-0538","+17183480538","40.6750709","-73.8728885"
"Fish 'N' Chips Soul of the Sea","Fish & chips restaurant","801 Van Siclen Ave, Brooklyn, NY 11207","East New York","801 Van Siclen Ave","Brooklyn","11207","New York","US",,"(347) 874-1164","+13478741164","40.6602953","-73.8853162"
"Rico Chimi","Hamburger restaurant","2928 Atlantic Ave, Brooklyn, NY 11207","Cypress Hills","2928 Atlantic Ave","Brooklyn","11207","New York","US","http://ricochimi.com/","(347) 715-7272","+13477157272","40.6772579","-73.8862823"
"Puerto Plata Restaurant","Dominican restaurant","3123 Fulton St, Brooklyn, NY 11208","Cypress Hills","3123 Fulton St","Brooklyn","11208","New York","US",,"(718) 235-3564","+17182353564","40.6817088","-73.879796"
"El Nuevo Barzola Restaurant","Ecuadorian restaurant","3386 Atlantic Ave, Brooklyn, NY 11208","Cypress Hills","3386 Atlantic Ave","Brooklyn","11208","New York","US","http://www.elnuevobarzolarestaurantbk.com/","(718) 484-3332","+17184843332","40.6815322","-73.8713957"
"El Sabor de la Esquina","Dominican restaurant","2530 Pitkin Ave, Brooklyn, NY 11208","East New York","2530 Pitkin Ave","Brooklyn","11208","New York","US","https://elsabordelaesquina.wixsite.com/website","(347) 240-6967","+13472406967","40.674216","-73.8787864"
"Momo's","Mediterranean restaurant","25 101st Ave, Brooklyn, NY 11208","Cypress Hills","25 101st Ave","Brooklyn","11208","New York","US",,"(718) 552-2270","+17185522270","40.6793721","-73.8637639"
"ECB","Italian restaurant","53-21 Metropolitan Ave, Ridgewood, NY 11385","Ridgewood","53-21 Metropolitan Ave","Ridgewood","11385","New York","US","http://ecbny.com/","(718) 451-8020","+17184518020","40.7133675","-73.9120602"
"Chipotle Mexican Grill","Mexican restaurant","5901 Maurice Ave, Maspeth, NY 11378","Maspeth","5901 Maurice Ave","Maspeth","11378","New York","US","https://locations.chipotle.com/ny/maspeth/5901-maurice-ave?utm_source=google&utm_medium=yext&utm_campaign=yext_listings","(718) 578-4019","+17185784019","40.7262863","-73.9090559"
"Mama Pisco","Peruvian restaurant","53-05 65th Pl, Maspeth, NY 11378","Maspeth","53-05 65th Pl","Maspeth","11378","New York","US","https://www.mamapisco.getsauce.com/","(718) 424-0430","+17184240430","40.7311727","-73.8998637"
"The Live Oak","Bar & grill","5993 Fresh Pond Rd, Maspeth, NY 11378","Maspeth","5993 Fresh Pond Rd","Maspeth","11378","New York","US",,"(718) 326-4920","+17183264920","40.7171044","-73.9016968"
"McDonald's","Fast food restaurant","652 Meeker Ave, Brooklyn, NY 11222","East Williamsburg","652 Meeker Ave","Brooklyn","11222","New York","US","https://www.mcdonalds.com/us/en-us/location/NY/BROOKLYN/652-MEEKER-AVE/23533.html?cid=RF:YXT:GMB::Clicks","(718) 486-6195","+17184866195","40.7220662","-73.9404479"
"Li Li","Chinese restaurant","83-06 Grand Ave, Elmhurst, NY 11373","Elmhurst","83-06 Grand Ave","Elmhurst","11373","New York","US","http://www.lilichinesetogo.com/","(718) 533-6500","+17185336500","40.7331848","-73.8838121"
"Moon Palace Kitchen","Chinese restaurant","6312 Flushing Ave, Maspeth, NY 11378","Maspeth","6312 Flushing Ave","Maspeth","11378","New York","US","https://www.moonpalaceflushingny.com/1nn3j85h/moon-palace-kitchen-flushing-11378/order-online?utm_source=gmb&utm_medium=order","(718) 894-2392","+17188942392","40.722294","-73.9018003"
"Bake a Bagel","Bagel shop","60-94 Flushing Ave, Maspeth, NY 11378","Maspeth","60-94 Flushing Ave","Maspeth","11378","New York","US","http://www.bakeabagel.com/","(718) 326-2197","+17183262197","40.7207167","-73.9042793"
"McDonald's","Fast food restaurant","59-60 55th Rd, Maspeth, NY 11378","Maspeth","59-60 55th Rd","Maspeth","11378","New York","US","https://www.mcdonalds.com/us/en-us/location/NY/MASPETH/59-60-55TH-ROAD/15315.html?cid=RF:YXT:GMB::Clicks","(718) 326-5500","+17183265500","40.7262902","-73.9066815"
"Mano's Pizzeria","Pizza restaurant","62-98 Forest Ave, Ridgewood, NY 11385","Ridgewood","62-98 Forest Ave","Ridgewood","11385","New York","US","http://manospizzeria.nyc/","(718) 418-1112","+17184181112","40.7108531","-73.9052694"
"Taco Bell","Fast food restaurant","61-22H Fresh Pond Rd, Middle Village, NY 11379","Middle Village","61-22H Fresh Pond Rd","Middle Village","11379","New York","US","https://locations.tacobell.com/ny/middle-village/61-22h-fresh-pond-road.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=037525&utm_content=website&y_source=1_Mjc5NjI0NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(718) 885-4298","+17188854298","40.7136832","-73.9014097"
"Lala’s Brooklyn Apizza","Pizza restaurant","990 Metropolitan Ave, Brooklyn, NY 11211","East Williamsburg","990 Metropolitan Ave","Brooklyn","11211","New York","US","http://grimmales.com/lalas",,,"40.714256","-73.9365791"
"888 Kitchen","Chinese restaurant","60-92 Flushing Ave, Maspeth, NY 11378","Maspeth","60-92 Flushing Ave","Maspeth","11378","New York","US","https://www.888kitchen.com/","(718) 894-8889","+17188948889","40.720652","-73.904312"
"Little Caesars Pizza","Pizza restaurant","61-19 Fresh Pond Rd, Flushing, NY 11379","Flushing","61-19 Fresh Pond Rd","Flushing","11379","New York","US","https://littlecaesars.com/en-us/store/21126","(347) 227-7936","+13472277936","40.71409","-73.9007391"
"Hush Cafe Lounge and Garden","Restaurant","7010 Grand Ave, Maspeth, NY 11378","Maspeth","7010 Grand Ave","Maspeth","11378","New York","US","https://www.hushloungegarden.com/","(718) 779-6061","+17187796061","40.7273815","-73.892579"
"Subway","Sandwich shop","61-22 Fresh Pond Rd, Middle Village, NY 11379","Middle Village","61-22 Fresh Pond Rd","Middle Village","11379","New York","US","https://restaurants.subway.com/united-states/ny/middle-village/61-22-fresh-pond-road?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=58516&utm_campaign=evergreen-2020&y_source=1_MTQ5MDMzOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU=","(347) 987-3818","+13479873818","40.7141179","-73.9014937"
"Subway","Sandwich shop","69-79 Grand Ave, Maspeth, NY 11378","Maspeth","69-79 Grand Ave","Maspeth","11378","New York","US","https://restaurants.subway.com/united-states/ny/maspeth/69-79-grand-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=24837&utm_campaign=evergreen-2020&y_source=1_MTQ5MDI1NjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(718) 446-1251","+17184461251","40.7275526","-73.8931091"
"SIIPS - Bubble Tea & Japanese","Bubble tea store","7408 Grand Ave, Maspeth, NY 11373","Maspeth","7408 Grand Ave","Maspeth","11373","New York","US","https://www.siipsbubbles.com/","(718) 898-0076","+17188980076","40.7300668","-73.8870837"
"18th Ward Brewing","Brewery","300 Richardson St, Brooklyn, NY 11222","East Williamsburg","300 Richardson St","Brooklyn","11222","New York","US","https://www.18thwardbrewing.com/","(718) 387-4025","+17183874025","40.7195918","-73.9395822"
"Grimm Artisanal Ales","Brewery","990 Metropolitan Ave, Brooklyn, NY 11211","East Williamsburg","990 Metropolitan Ave","Brooklyn","11211","New York","US","https://grimmales.com/","(718) 564-9767","+17185649767","40.7142805","-73.936528"
"Chili's Grill & Bar","Restaurant","80-16 Cooper Ave, Glendale, NY 11385","Glendale","80-16 Cooper Ave","Glendale","11385","New York","US","https://www.chilis.com/locations/us/new-york/glendale/cooper-ave-?utm_source=google&utm_medium=local&utm_campaign=Chilis","(718) 366-4272","+17183664272","40.709203","-73.869669"
"Tony's Pizzeria","Pizza restaurant","Tonys pizza, 109-18 Jamaica Ave, Richmond Hill, NY 11418","Richmond Hill","Tonys pizza, 109-18 Jamaica Ave","Richmond Hill","11418","New York","US","https://www.tonyspizzeriaofrichmondhill.com/?utm_source=gbp","(718) 441-7770","+17184417770","40.6959926","-73.8381539"
"Desi Bites Cafe (S Richmond Hill)","Punjabi restaurant","116-03 101st Ave, South Richmond Hill, NY 11419","South Richmond Hill","116-03 101st Ave","South Richmond Hill","11419","New York","US","https://www.ubereats.com/store/desi-bites-cafe/C4RCS4LNUU6CIHQy-PKq2w?diningMode=DELIVERY","(929) 500-4049","+19295004049","40.689419","-73.8283463"
"Liberty Restaurant","Caribbean restaurant","12916 Liberty Ave, South Richmond Hill, NY 11419","South Richmond Hill","12916 Liberty Ave","South Richmond Hill","11419","New York","US",,"(718) 323-3231","+17183233231","40.6893448","-73.8155899"
"Singas Famous Pizza","Pizza restaurant","8125 Lefferts Blvd #1728, Kew Gardens, NY 11415","Kew Gardens","8125 Lefferts Blvd #1728","Kew Gardens","11415","New York","US","https://singaspizzas.com/","(718) 805-4700","+17188054700","40.7087396","-73.8302835"
